name,n_dialogues,n_sentences_dialogue,n_tokens_dialogue,n_tokens_per_sentence,n_extracts_per_summary_rel,n_tokens_per_extract_rel,n_extracts_per_summary_fine,n_tokens_per_extract_fine
train,14729,4,49,12.25,2,6.5,2,1.5
train,14729,4,56,14.0,2,17.5,3,7.333333333333333
train,14729,10,142,14.2,6,12.666666666666666,7,6.0
train,14729,6,57,9.5,4,12.25,5,3.6
train,14729,12,97,8.083333333333334,4,15.0,4,6.5
train,14729,4,110,27.5,1,13.0,1,9.0
train,14729,7,121,17.285714285714285,4,8.75,4,4.75
train,14729,5,53,10.6,3,15.333333333333334,5,3.6
train,14729,2,58,29.0,3,13.666666666666666,3,9.333333333333334
train,14729,5,104,20.8,6,10.5,6,5.166666666666667
train,14729,9,70,7.777777777777778,2,29.0,3,8.333333333333334
train,14729,7,43,6.142857142857143,3,11.666666666666666,3,5.0
train,14729,17,222,13.058823529411764,7,12.285714285714286,5,5.2
train,14729,16,133,8.3125,5,24.0,8,7.75
train,14729,6,31,5.166666666666667,1,7.0,1,2.0
train,14729,2,64,32.0,4,14.25,4,6.25
train,14729,11,109,9.909090909090908,3,8.666666666666666,4,3.0
train,14729,6,26,4.333333333333333,2,8.5,2,1.5
train,14729,3,40,13.333333333333334,1,6.0,1,1.0
train,14729,48,484,10.083333333333334,15,24.4,13,6.769230769230769
train,14729,4,24,6.0,1,8.0,2,1.5
train,14729,5,59,11.8,3,10.666666666666666,3,6.0
train,14729,9,70,7.777777777777778,4,9.5,4,2.75
train,14729,28,211,7.535714285714286,7,20.142857142857142,5,6.2
train,14729,20,149,7.45,6,15.333333333333334,7,5.571428571428571
train,14729,29,190,6.551724137931035,6,13.5,7,3.5714285714285716
train,14729,7,106,15.142857142857142,9,9.0,9,4.333333333333333
train,14729,14,217,15.5,10,15.9,4,11.25
train,14729,3,26,8.666666666666666,3,8.666666666666666,3,3.3333333333333335
train,14729,2,26,13.0,4,6.5,0,0.0
train,14729,7,43,6.142857142857143,2,10.5,2,3.0
train,14729,6,119,19.833333333333332,4,12.5,4,6.0
train,14729,14,243,17.357142857142858,5,14.8,4,3.5
train,14729,2,23,11.5,1,10.0,1,3.0
train,14729,3,140,46.666666666666664,2,10.0,2,4.5
train,14729,12,132,11.0,7,15.0,5,8.2
train,14729,9,66,7.333333333333333,3,19.0,4,6.75
train,14729,22,245,11.136363636363637,7,12.142857142857142,8,4.0
train,14729,7,57,8.142857142857142,3,10.333333333333334,3,3.6666666666666665
train,14729,5,29,5.8,1,7.0,1,1.0
train,14729,14,102,7.285714285714286,6,13.833333333333334,8,6.0
train,14729,5,71,14.2,5,11.4,4,6.0
train,14729,10,129,12.9,8,9.5,6,3.3333333333333335
train,14729,4,44,11.0,3,11.0,4,4.25
train,14729,34,201,5.911764705882353,8,10.375,7,3.857142857142857
train,14729,11,105,9.545454545454545,5,15.4,5,7.2
train,14729,8,55,6.875,4,12.5,3,3.3333333333333335
train,14729,17,237,13.941176470588236,8,10.375,9,2.5555555555555554
train,14729,15,134,8.933333333333334,3,16.666666666666668,2,9.5
train,14729,6,65,10.833333333333334,2,10.5,2,4.0
train,14729,4,35,8.75,3,11.666666666666666,4,5.0
train,14729,5,95,19.0,4,9.75,5,4.4
train,14729,14,160,11.428571428571429,8,10.625,8,4.625
train,14729,31,346,11.161290322580646,11,25.363636363636363,9,11.777777777777779
train,14729,21,242,11.523809523809524,9,14.0,9,5.222222222222222
train,14729,3,19,6.333333333333333,2,7.0,3,1.6666666666666667
train,14729,7,203,29.0,11,10.0,12,3.4166666666666665
train,14729,5,35,7.0,2,10.5,2,3.5
train,14729,21,237,11.285714285714286,10,18.3,14,5.571428571428571
train,14729,4,58,14.5,3,10.0,3,6.0
train,14729,3,64,21.333333333333332,5,10.2,5,3.8
train,14729,15,200,13.333333333333334,8,19.25,6,10.5
train,14729,3,35,11.666666666666666,2,11.0,2,5.0
train,14729,6,39,6.5,1,18.0,2,6.5
train,14729,9,74,8.222222222222221,3,11.0,5,2.8
train,14729,5,200,40.0,6,17.333333333333332,4,6.5
train,14729,8,77,9.625,2,14.5,2,3.0
train,14729,26,281,10.807692307692308,15,15.266666666666667,9,6.666666666666667
train,14729,11,100,9.090909090909092,5,14.6,5,6.4
train,14729,30,460,15.333333333333334,13,30.0,14,15.785714285714286
train,14729,7,176,25.142857142857142,9,13.666666666666666,10,6.4
train,14729,3,29,9.666666666666666,1,10.0,1,4.0
train,14729,24,308,12.833333333333334,16,16.1875,19,5.368421052631579
train,14729,5,71,14.2,6,9.666666666666666,4,3.5
train,14729,8,48,6.0,3,10.333333333333334,3,3.3333333333333335
train,14729,10,59,5.9,3,9.333333333333334,3,3.3333333333333335
train,14729,26,214,8.23076923076923,9,18.666666666666668,9,5.333333333333333
train,14729,21,213,10.142857142857142,5,26.0,4,9.75
train,14729,11,56,5.090909090909091,1,12.0,1,4.0
train,14729,4,37,9.25,2,13.0,1,4.0
train,14729,4,38,9.5,2,11.5,2,4.0
train,14729,6,47,7.833333333333333,4,10.5,4,4.25
train,14729,4,133,33.25,7,11.857142857142858,5,6.2
train,14729,8,103,12.875,5,16.4,6,7.833333333333333
train,14729,5,76,15.2,5,10.6,6,4.833333333333333
train,14729,8,157,19.625,8,12.0,6,5.833333333333333
train,14729,10,102,10.2,4,15.0,4,7.75
train,14729,8,225,28.125,5,9.6,5,4.6
train,14729,28,387,13.821428571428571,6,24.5,5,8.4
train,14729,3,31,10.333333333333334,2,8.5,2,2.0
train,14729,5,108,21.6,5,12.6,4,4.75
train,14729,17,189,11.117647058823529,5,25.4,6,9.333333333333334
train,14729,22,206,9.363636363636363,9,16.88888888888889,10,7.1
train,14729,5,69,13.8,6,9.333333333333334,7,4.428571428571429
train,14729,16,75,4.6875,3,8.333333333333334,3,3.3333333333333335
train,14729,6,37,6.166666666666667,2,11.0,2,4.5
train,14729,13,251,19.307692307692307,8,12.875,8,4.0
train,14729,21,180,8.571428571428571,6,23.0,6,2.1666666666666665
train,14729,3,35,11.666666666666666,1,7.0,2,1.5
train,14729,2,28,14.0,2,9.0,2,3.5
train,14729,10,72,7.2,2,20.0,2,6.5
train,14729,7,47,6.714285714285714,2,11.5,4,2.0
train,14729,1,105,105.0,4,11.5,5,5.4
train,14729,42,414,9.857142857142858,16,21.5625,19,9.421052631578947
train,14729,5,48,9.6,4,8.75,7,2.0
train,14729,12,166,13.833333333333334,7,9.714285714285714,4,3.75
train,14729,5,28,5.6,4,7.0,0,0.0
train,14729,29,285,9.827586206896552,6,18.666666666666668,6,8.666666666666666
train,14729,3,41,13.666666666666666,3,10.333333333333334,2,4.0
train,14729,5,32,6.4,3,10.666666666666666,3,4.0
train,14729,13,148,11.384615384615385,6,15.5,6,6.833333333333333
train,14729,2,126,63.0,5,25.2,8,7.125
train,14729,9,96,10.666666666666666,3,15.0,4,5.25
train,14729,6,50,8.333333333333334,2,9.0,2,3.0
train,14729,9,149,16.555555555555557,7,12.0,8,5.0
train,14729,4,39,9.75,3,11.0,4,3.75
train,14729,13,120,9.23076923076923,4,17.75,3,6.666666666666667
train,14729,14,168,12.0,5,16.0,6,6.666666666666667
train,14729,37,280,7.5675675675675675,11,15.636363636363637,9,4.333333333333333
train,14729,36,311,8.63888888888889,13,18.46153846153846,14,5.0
train,14729,2,18,9.0,1,10.0,1,5.0
train,14729,4,76,19.0,5,12.6,3,6.333333333333333
train,14729,2,20,10.0,1,10.0,1,4.0
train,14729,36,310,8.61111111111111,14,17.785714285714285,15,5.266666666666667
train,14729,5,51,10.2,3,17.0,4,5.5
train,14729,10,100,10.0,9,10.444444444444445,12,3.8333333333333335
train,14729,19,184,9.68421052631579,7,21.0,8,6.75
train,14729,8,130,16.25,7,14.142857142857142,6,8.333333333333334
train,14729,1,107,107.0,2,11.5,2,7.0
train,14729,14,256,18.285714285714285,11,15.727272727272727,11,8.727272727272727
train,14729,14,131,9.357142857142858,5,15.8,5,6.8
train,14729,8,50,6.25,1,9.0,1,5.0
train,14729,8,103,12.875,5,11.4,4,2.75
train,14729,3,51,17.0,2,6.5,2,2.0
train,14729,21,171,8.142857142857142,8,12.125,7,4.714285714285714
train,14729,7,91,13.0,4,14.75,3,7.666666666666667
train,14729,6,146,24.333333333333332,4,14.0,3,8.333333333333334
train,14729,23,196,8.521739130434783,9,10.88888888888889,10,4.3
train,14729,15,161,10.733333333333333,3,12.0,3,4.0
train,14729,29,261,9.0,6,18.666666666666668,6,8.166666666666666
train,14729,9,130,14.444444444444445,3,19.333333333333332,4,6.25
train,14729,17,260,15.294117647058824,7,30.714285714285715,8,9.125
train,14729,6,44,7.333333333333333,4,9.75,3,3.6666666666666665
train,14729,9,94,10.444444444444445,5,15.4,4,6.25
train,14729,13,186,14.307692307692308,4,13.25,4,4.25
train,14729,11,103,9.363636363636363,6,13.666666666666666,6,3.6666666666666665
train,14729,4,28,7.0,2,9.5,2,2.5
train,14729,3,143,47.666666666666664,7,13.714285714285714,8,5.625
train,14729,18,181,10.055555555555555,3,17.333333333333332,2,10.5
train,14729,7,90,12.857142857142858,6,15.0,7,6.714285714285714
train,14729,11,145,13.181818181818182,6,20.333333333333332,7,8.714285714285714
train,14729,10,97,9.7,4,22.5,5,6.4
train,14729,46,365,7.934782608695652,13,24.384615384615383,20,4.5
train,14729,10,216,21.6,10,13.5,11,6.0
train,14729,32,268,8.375,6,16.833333333333332,4,5.75
train,14729,5,48,9.6,7,6.857142857142857,0,0.0
train,14729,12,116,9.666666666666666,4,10.0,4,3.0
train,14729,2,49,24.5,2,10.5,2,5.5
train,14729,3,47,15.666666666666666,1,13.0,1,7.0
train,14729,5,42,8.4,2,12.0,2,6.0
train,14729,15,203,13.533333333333333,5,13.6,4,8.25
train,14729,2,41,20.5,1,5.0,1,1.0
train,14729,7,55,7.857142857142857,2,10.0,2,4.5
train,14729,21,199,9.476190476190476,8,17.625,11,6.2727272727272725
train,14729,10,85,8.5,3,10.666666666666666,3,4.666666666666667
train,14729,45,357,7.933333333333334,11,17.363636363636363,9,5.0
train,14729,4,43,10.75,1,14.0,1,10.0
train,14729,8,218,27.25,7,22.714285714285715,10,8.8
train,14729,21,182,8.666666666666666,3,12.333333333333334,3,5.666666666666667
train,14729,16,180,11.25,5,25.8,5,7.8
train,14729,2,120,60.0,3,13.333333333333334,3,8.333333333333334
train,14729,18,196,10.88888888888889,7,11.142857142857142,9,4.111111111111111
train,14729,6,70,11.666666666666666,1,12.0,1,8.0
train,14729,7,46,6.571428571428571,3,15.333333333333334,3,3.0
train,14729,10,86,8.6,1,18.0,2,5.0
train,14729,3,35,11.666666666666666,1,14.0,1,8.0
train,14729,28,202,7.214285714285714,8,15.375,11,3.727272727272727
train,14729,24,174,7.25,5,10.0,4,3.25
train,14729,3,20,6.666666666666667,1,8.0,1,4.0
train,14729,5,60,12.0,2,10.5,2,5.5
train,14729,2,19,9.5,2,7.5,3,1.6666666666666667
train,14729,11,103,9.363636363636363,5,10.8,6,2.8333333333333335
train,14729,10,151,15.1,7,10.571428571428571,7,5.285714285714286
train,14729,38,271,7.131578947368421,10,19.3,13,5.076923076923077
train,14729,10,129,12.9,2,12.0,3,3.3333333333333335
train,14729,5,56,11.2,4,9.0,3,2.6666666666666665
train,14729,45,408,9.066666666666666,14,25.714285714285715,17,5.764705882352941
train,14729,28,317,11.321428571428571,10,31.2,13,7.846153846153846
train,14729,2,89,44.5,4,8.75,4,3.75
train,14729,9,99,11.0,3,9.666666666666666,2,4.0
train,14729,22,289,13.136363636363637,12,19.0,10,9.0
train,14729,9,96,10.666666666666666,3,24.0,5,8.6
train,14729,69,695,10.072463768115941,24,28.333333333333332,30,9.266666666666667
train,14729,36,345,9.583333333333334,13,23.46153846153846,14,8.357142857142858
train,14729,14,117,8.357142857142858,5,11.4,5,5.2
train,14729,20,207,10.35,2,15.0,2,10.5
train,14729,27,335,12.407407407407407,12,20.75,15,8.8
train,14729,11,92,8.363636363636363,4,13.75,5,6.2
train,14729,2,42,21.0,3,9.333333333333334,3,3.0
train,14729,8,94,11.75,4,15.0,4,7.25
train,14729,7,125,17.857142857142858,7,15.285714285714286,9,5.111111111111111
train,14729,6,34,5.666666666666667,1,5.0,1,1.0
train,14729,28,346,12.357142857142858,16,19.5625,20,5.95
train,14729,2,68,34.0,6,9.666666666666666,6,4.0
train,14729,7,141,20.142857142857142,4,24.25,3,9.666666666666666
train,14729,9,190,21.11111111111111,9,11.777777777777779,11,5.545454545454546
train,14729,7,86,12.285714285714286,4,12.0,5,4.8
train,14729,55,405,7.363636363636363,16,17.8125,11,6.090909090909091
train,14729,7,62,8.857142857142858,3,8.666666666666666,4,2.5
train,14729,5,60,12.0,4,8.25,6,2.3333333333333335
train,14729,9,91,10.11111111111111,4,6.75,4,2.75
train,14729,25,215,8.6,8,12.125,8,4.25
train,14729,7,136,19.428571428571427,8,10.0,8,5.0
train,14729,3,90,30.0,3,11.0,2,6.0
train,14729,2,30,15.0,2,10.5,3,2.0
train,14729,7,81,11.571428571428571,3,20.333333333333332,4,3.5
train,14729,9,102,11.333333333333334,4,15.5,5,7.6
train,14729,4,86,21.5,4,9.0,4,4.25
train,14729,11,214,19.454545454545453,5,11.4,5,5.4
train,14729,30,194,6.466666666666667,5,15.0,5,6.8
train,14729,1,58,58.0,4,7.5,6,2.1666666666666665
train,14729,5,59,11.8,3,17.0,3,11.0
train,14729,3,63,21.0,4,11.5,4,6.75
train,14729,9,59,6.555555555555555,3,17.666666666666668,2,7.5
train,14729,2,40,20.0,5,8.0,0,0.0
train,14729,14,165,11.785714285714286,7,21.142857142857142,10,7.3
train,14729,10,158,15.8,8,10.75,9,5.555555555555555
train,14729,8,163,20.375,9,15.666666666666666,11,4.909090909090909
train,14729,7,48,6.857142857142857,2,10.5,2,4.0
train,14729,6,45,7.5,1,10.0,1,4.0
train,14729,15,221,14.733333333333333,6,13.5,6,7.166666666666667
train,14729,2,40,20.0,3,11.666666666666666,2,3.5
train,14729,22,233,10.590909090909092,9,17.333333333333332,7,5.428571428571429
train,14729,3,27,9.0,1,9.0,1,6.0
train,14729,5,135,27.0,7,13.285714285714286,7,5.714285714285714
train,14729,34,210,6.176470588235294,7,12.428571428571429,6,4.833333333333333
train,14729,15,189,12.6,9,21.0,11,9.545454545454545
train,14729,14,164,11.714285714285714,5,16.2,5,5.4
train,14729,2,38,19.0,3,9.666666666666666,3,2.6666666666666665
train,14729,5,140,28.0,7,9.857142857142858,7,5.142857142857143
train,14729,10,214,21.4,9,11.777777777777779,7,6.0
train,14729,18,162,9.0,6,24.0,7,5.285714285714286
train,14729,17,169,9.941176470588236,10,10.2,11,4.2727272727272725
train,14729,33,285,8.636363636363637,13,19.46153846153846,19,4.421052631578948
train,14729,6,66,11.0,4,6.25,5,2.2
train,14729,8,137,17.125,4,21.75,6,6.5
train,14729,24,249,10.375,16,13.3125,7,4.285714285714286
train,14729,24,218,9.083333333333334,6,17.666666666666668,3,8.0
train,14729,5,52,10.4,3,12.333333333333334,3,3.6666666666666665
train,14729,6,75,12.5,1,14.0,1,7.0
train,14729,3,50,16.666666666666668,3,15.0,3,9.333333333333334
train,14729,5,204,40.8,7,14.428571428571429,3,3.6666666666666665
train,14729,11,163,14.818181818181818,9,13.11111111111111,8,4.375
train,14729,3,57,19.0,3,12.333333333333334,4,5.75
train,14729,9,166,18.444444444444443,10,13.4,10,6.1
train,14729,8,53,6.625,1,10.0,1,3.0
train,14729,5,230,46.0,11,15.272727272727273,12,7.166666666666667
train,14729,16,103,6.4375,5,9.2,5,3.4
train,14729,4,31,7.75,2,10.0,2,4.5
train,14729,7,104,14.857142857142858,3,10.333333333333334,3,4.0
train,14729,11,201,18.272727272727273,10,11.1,12,4.083333333333333
train,14729,14,232,16.571428571428573,9,20.666666666666668,8,9.125
train,14729,12,125,10.416666666666666,6,20.833333333333332,6,8.166666666666666
train,14729,6,66,11.0,1,16.0,2,4.0
train,14729,3,76,25.333333333333332,5,13.0,6,4.5
train,14729,1,43,43.0,4,9.75,5,3.4
train,14729,14,242,17.285714285714285,7,21.142857142857142,10,8.0
train,14729,12,94,7.833333333333333,5,15.6,6,6.333333333333333
train,14729,2,19,9.5,1,5.0,1,1.0
train,14729,7,112,16.0,4,17.75,5,6.2
train,14729,13,230,17.692307692307693,11,12.090909090909092,11,5.363636363636363
train,14729,8,79,9.875,2,12.0,3,2.6666666666666665
train,14729,4,25,6.25,1,9.0,1,5.0
train,14729,13,183,14.076923076923077,7,13.285714285714286,7,5.142857142857143
train,14729,6,98,16.333333333333332,6,11.833333333333334,5,3.8
train,14729,3,103,34.333333333333336,5,9.8,5,5.0
train,14729,25,232,9.28,7,15.0,5,6.2
train,14729,13,191,14.692307692307692,10,14.0,12,6.833333333333333
train,14729,8,86,10.75,4,9.0,5,2.8
train,14729,2,28,14.0,3,9.333333333333334,3,4.333333333333333
train,14729,8,192,24.0,5,18.8,4,6.0
train,14729,9,191,21.22222222222222,9,13.777777777777779,7,5.714285714285714
train,14729,15,224,14.933333333333334,6,18.666666666666668,4,7.5
train,14729,23,205,8.91304347826087,8,17.875,10,8.0
train,14729,26,228,8.76923076923077,10,18.5,9,6.888888888888889
train,14729,5,92,18.4,4,8.5,4,4.5
train,14729,2,96,48.0,6,10.833333333333334,5,6.4
train,14729,9,65,7.222222222222222,3,11.0,3,6.0
train,14729,5,59,11.8,1,12.0,1,6.0
train,14729,8,164,20.5,8,10.25,7,5.142857142857143
train,14729,27,270,10.0,11,19.363636363636363,11,8.545454545454545
train,14729,38,327,8.605263157894736,11,16.09090909090909,10,4.3
train,14729,2,75,37.5,1,13.0,1,9.0
train,14729,29,378,13.03448275862069,19,15.421052631578947,18,5.5
train,14729,17,131,7.705882352941177,4,8.5,4,1.75
train,14729,11,84,7.636363636363637,5,12.6,5,6.2
train,14729,6,58,9.666666666666666,4,12.5,4,4.25
train,14729,14,73,5.214285714285714,5,11.2,5,3.2
train,14729,16,107,6.6875,3,13.0,2,8.0
train,14729,35,348,9.942857142857143,13,25.076923076923077,13,8.0
train,14729,15,205,13.666666666666666,8,16.25,8,7.75
train,14729,4,32,8.0,2,10.0,3,2.6666666666666665
train,14729,3,21,7.0,2,6.5,3,1.0
train,14729,19,155,8.157894736842104,6,13.333333333333334,7,7.0
train,14729,2,44,22.0,4,6.75,4,2.25
train,14729,5,50,10.0,2,11.5,2,3.5
train,14729,7,79,11.285714285714286,4,10.5,5,2.6
train,14729,2,32,16.0,6,5.333333333333333,0,0.0
train,14729,5,81,16.2,3,20.0,2,13.5
train,14729,15,168,11.2,6,11.666666666666666,4,4.0
train,14729,3,88,29.333333333333332,5,10.4,6,3.8333333333333335
train,14729,5,48,9.6,3,12.0,3,7.0
train,14729,6,127,21.166666666666668,5,18.2,4,5.5
train,14729,7,156,22.285714285714285,5,11.0,7,4.714285714285714
train,14729,25,313,12.52,9,17.88888888888889,2,6.5
train,14729,4,40,10.0,4,8.75,5,2.0
train,14729,34,311,9.147058823529411,9,23.555555555555557,9,7.666666666666667
train,14729,28,526,18.785714285714285,19,23.210526315789473,13,6.0
train,14729,10,81,8.1,3,19.666666666666668,4,5.25
train,14729,11,116,10.545454545454545,4,23.25,5,7.4
train,14729,16,154,9.625,5,24.4,5,7.8
train,14729,2,78,39.0,2,13.0,2,8.5
train,14729,5,73,14.6,3,9.666666666666666,3,4.333333333333333
train,14729,9,121,13.444444444444445,8,10.75,8,3.875
train,14729,21,401,19.095238095238095,19,18.894736842105264,18,8.333333333333334
train,14729,5,255,51.0,10,20.0,9,8.222222222222221
train,14729,6,57,9.5,2,10.0,3,3.3333333333333335
train,14729,12,279,23.25,11,18.818181818181817,12,6.25
train,14729,17,212,12.470588235294118,9,16.11111111111111,8,5.0
train,14729,8,67,8.375,4,10.75,4,4.0
train,14729,6,103,17.166666666666668,2,14.0,2,3.0
train,14729,5,59,11.8,4,9.5,4,5.25
train,14729,12,73,6.083333333333333,2,9.5,2,4.5
train,14729,19,296,15.578947368421053,9,18.444444444444443,7,7.714285714285714
train,14729,33,255,7.7272727272727275,14,12.428571428571429,13,4.153846153846154
train,14729,15,194,12.933333333333334,7,10.714285714285714,6,4.666666666666667
train,14729,8,230,28.75,7,13.0,7,5.142857142857143
train,14729,58,468,8.068965517241379,17,25.352941176470587,21,6.571428571428571
train,14729,9,340,37.77777777777778,16,14.6875,15,8.466666666666667
train,14729,34,275,8.088235294117647,13,18.153846153846153,15,5.0
train,14729,6,195,32.5,9,17.666666666666668,5,11.6
train,14729,34,342,10.058823529411764,10,24.7,8,10.5
train,14729,6,38,6.333333333333333,2,8.0,2,3.0
train,14729,14,156,11.142857142857142,9,13.444444444444445,8,5.875
train,14729,6,56,9.333333333333334,5,9.0,5,3.4
train,14729,20,184,9.2,6,21.0,6,10.0
train,14729,27,337,12.481481481481481,15,14.466666666666667,15,5.666666666666667
train,14729,18,168,9.333333333333334,5,19.8,5,8.6
train,14729,6,63,10.5,4,12.0,4,6.25
train,14729,26,187,7.1923076923076925,6,20.0,6,6.0
train,14729,3,44,14.666666666666666,2,13.5,2,5.5
train,14729,14,121,8.642857142857142,6,11.666666666666666,7,4.571428571428571
train,14729,4,33,8.25,3,11.0,4,3.25
train,14729,11,114,10.363636363636363,2,11.0,3,4.0
train,14729,21,186,8.857142857142858,6,26.666666666666668,8,7.75
train,14729,2,44,22.0,5,8.0,5,3.4
train,14729,12,315,26.25,10,21.4,9,8.11111111111111
train,14729,3,26,8.666666666666666,2,9.0,3,3.0
train,14729,11,83,7.545454545454546,3,17.666666666666668,3,5.333333333333333
train,14729,7,49,7.0,3,14.333333333333334,3,3.3333333333333335
train,14729,2,25,12.5,2,7.5,2,3.0
train,14729,11,77,7.0,3,12.666666666666666,4,5.0
train,14729,16,170,10.625,7,15.0,7,4.714285714285714
train,14729,7,52,7.428571428571429,2,12.0,2,3.5
train,14729,11,336,30.545454545454547,18,14.944444444444445,17,6.0
train,14729,8,117,14.625,6,10.5,5,3.4
train,14729,9,200,22.22222222222222,8,16.75,8,8.75
train,14729,13,102,7.846153846153846,7,9.571428571428571,9,3.6666666666666665
train,14729,30,396,13.2,20,19.3,24,7.916666666666667
train,14729,5,139,27.8,6,10.166666666666666,5,4.2
train,14729,3,57,19.0,2,11.0,3,4.333333333333333
train,14729,4,30,7.5,1,8.0,1,2.0
train,14729,15,189,12.6,6,24.0,8,7.75
train,14729,6,58,9.666666666666666,3,9.0,3,4.0
train,14729,6,56,9.333333333333334,1,8.0,1,3.0
train,14729,3,45,15.0,2,12.5,2,6.0
train,14729,6,63,10.5,2,11.5,2,4.0
train,14729,19,260,13.68421052631579,8,17.75,9,8.0
train,14729,5,138,27.6,5,14.6,6,4.666666666666667
train,14729,1,20,20.0,2,6.5,3,2.0
train,14729,34,262,7.705882352941177,11,17.0,9,7.777777777777778
train,14729,11,68,6.181818181818182,5,9.6,5,4.6
train,14729,8,177,22.125,11,11.636363636363637,11,5.454545454545454
train,14729,5,70,14.0,5,9.6,5,4.2
train,14729,23,177,7.695652173913044,8,13.375,9,3.4444444444444446
train,14729,27,207,7.666666666666667,14,12.428571428571429,13,6.153846153846154
train,14729,24,285,11.875,14,15.642857142857142,17,6.117647058823529
train,14729,21,145,6.904761904761905,6,14.833333333333334,6,4.666666666666667
train,14729,7,99,14.142857142857142,5,10.2,5,4.2
train,14729,3,50,16.666666666666668,3,10.333333333333334,5,3.4
train,14729,3,43,14.333333333333334,3,14.333333333333334,4,5.75
train,14729,8,68,8.5,4,13.75,4,6.25
train,14729,6,116,19.333333333333332,4,14.75,2,6.5
train,14729,2,28,14.0,1,12.0,1,7.0
train,14729,7,76,10.857142857142858,3,8.0,3,3.0
train,14729,1,23,23.0,1,12.0,1,8.0
train,14729,11,78,7.090909090909091,3,13.333333333333334,3,4.333333333333333
train,14729,2,31,15.5,2,10.0,2,5.0
train,14729,11,143,13.0,4,14.25,3,8.333333333333334
train,14729,4,63,15.75,4,14.25,7,4.0
train,14729,23,304,13.217391304347826,13,15.923076923076923,7,5.857142857142857
train,14729,6,98,16.333333333333332,6,11.833333333333334,8,3.5
train,14729,1,64,64.0,2,17.0,2,10.0
train,14729,31,363,11.709677419354838,12,22.583333333333332,7,9.857142857142858
train,14729,4,77,19.25,4,13.25,5,4.8
train,14729,12,149,12.416666666666666,5,11.2,5,6.4
train,14729,6,93,15.5,5,18.6,0,0.0
train,14729,5,159,31.8,9,13.333333333333334,11,6.2727272727272725
train,14729,14,121,8.642857142857142,5,12.4,5,5.2
train,14729,4,57,14.25,3,11.333333333333334,3,6.0
train,14729,7,222,31.714285714285715,16,10.25,17,4.176470588235294
train,14729,5,103,20.6,4,12.25,4,6.0
train,14729,5,34,6.8,2,9.0,1,4.0
train,14729,7,37,5.285714285714286,1,9.0,1,4.0
train,14729,4,55,13.75,4,9.0,4,3.75
train,14729,18,209,11.61111111111111,7,12.714285714285714,7,6.0
train,14729,12,115,9.583333333333334,3,22.666666666666668,4,7.25
train,14729,5,48,9.6,1,19.0,1,7.0
train,14729,19,175,9.210526315789474,1,8.0,0,0.0
train,14729,5,66,13.2,3,8.666666666666666,3,3.6666666666666665
train,14729,3,51,17.0,2,16.0,3,6.0
train,14729,1,20,20.0,1,11.0,1,4.0
train,14729,9,128,14.222222222222221,5,9.8,5,5.0
train,14729,5,43,8.6,1,9.0,1,4.0
train,14729,9,92,10.222222222222221,3,12.666666666666666,3,5.0
train,14729,6,103,17.166666666666668,5,16.0,4,6.0
train,14729,17,131,7.705882352941177,4,12.75,4,4.25
train,14729,15,349,23.266666666666666,16,15.8125,13,5.384615384615385
train,14729,25,264,10.56,5,19.4,4,5.75
train,14729,5,109,21.8,1,26.0,1,9.0
train,14729,3,146,48.666666666666664,7,18.0,7,9.428571428571429
train,14729,6,78,13.0,1,6.0,2,1.0
train,14729,5,121,24.2,6,11.5,6,7.166666666666667
train,14729,29,307,10.586206896551724,8,15.75,8,5.125
train,14729,2,36,18.0,3,10.333333333333334,4,4.5
train,14729,11,276,25.09090909090909,6,32.5,8,17.5
train,14729,31,255,8.225806451612904,6,27.833333333333332,8,5.875
train,14729,11,270,24.545454545454547,12,17.583333333333332,12,4.25
train,14729,5,76,15.2,3,13.666666666666666,3,8.666666666666666
train,14729,16,233,14.5625,7,20.857142857142858,8,7.75
train,14729,44,321,7.295454545454546,11,20.818181818181817,10,5.7
train,14729,4,42,10.5,3,8.333333333333334,4,2.75
train,14729,5,157,31.4,8,14.5,6,6.0
train,14729,7,96,13.714285714285714,3,16.0,3,8.666666666666666
train,14729,2,39,19.5,2,9.0,4,2.5
train,14729,3,40,13.333333333333334,1,17.0,1,6.0
train,14729,30,257,8.566666666666666,9,15.222222222222221,7,6.428571428571429
train,14729,40,394,9.85,13,21.153846153846153,10,7.0
train,14729,17,137,8.058823529411764,6,17.5,7,4.0
train,14729,3,39,13.0,2,12.5,4,4.25
train,14729,5,191,38.2,13,13.846153846153847,18,5.611111111111111
train,14729,1,29,29.0,2,9.0,2,4.0
train,14729,14,321,22.928571428571427,13,22.384615384615383,13,8.076923076923077
train,14729,7,45,6.428571428571429,2,10.5,2,5.5
train,14729,11,156,14.181818181818182,6,16.166666666666668,2,8.5
train,14729,6,43,7.166666666666667,3,14.333333333333334,3,4.333333333333333
train,14729,5,86,17.2,4,19.75,18,0.5555555555555556
train,14729,12,77,6.416666666666667,2,18.5,2,6.5
train,14729,7,206,29.428571428571427,10,14.3,9,6.777777777777778
train,14729,25,179,7.16,7,19.0,6,6.833333333333333
train,14729,8,119,14.875,5,13.8,5,6.2
train,14729,4,51,12.75,1,9.0,2,2.5
train,14729,11,169,15.363636363636363,4,22.75,5,8.4
train,14729,11,146,13.272727272727273,7,11.0,5,4.4
train,14729,27,460,17.037037037037038,14,23.142857142857142,16,8.4375
