name,n_dialogues,n_sentences_dialogue,n_tokens_dialogue,n_tokens_per_sentence,n_tokens_max_per_sentence_dialoguen_extracts_per_summary_rel,n_tokens_per_extract_rel,n_tokens_min_per_extract_rel,n_tokens_max_per_extract_rel,n_extracts_per_summary_fine,n_tokens_per_extract_fine,n_tokens_min_per_extract_fine,n_tokens_max_per_extract_fine,n_tokens_max_per_sentence_dialogue,n_extracts_per_summary_rel
train,14729,18,260,14.444444444444445,,12.5,2,25,17,5.529411764705882,1,14,36.0,16.0
train,14729,20,163,8.15,,20.2,3,25,5,9.2,3,23,25.0,5.0
train,14729,11,360,32.72727272727273,,15.368421052631579,1,25,16,7.125,1,13,152.0,19.0
train,14729,7,237,33.857142857142854,,17.181818181818183,3,28,10,9.2,1,22,66.0,11.0
train,14729,10,155,15.5,,11.9,3,15,10,5.3,2,12,26.0,10.0
train,14729,3,46,15.333333333333334,,13.0,11,15,4,4.5,2,8,33.0,3.0
train,14729,9,120,13.333333333333334,,17.4,3,20,6,8.0,6,11,20.0,5.0
train,14729,41,419,10.21951219512195,,24.625,1,33,17,8.294117647058824,1,20,33.0,16.0
train,14729,10,73,7.3,,16.75,4,12,5,4.0,1,7,12.0,4.0
train,14729,5,40,8.0,,9.5,5,9,2,3.5,3,4,11.0,2.0
train,14729,5,155,31.0,,12.8,8,18,5,4.8,2,10,62.0,5.0
train,14729,2,47,23.5,,11.666666666666666,10,14,3,7.333333333333333,6,10,26.0,3.0
train,14729,6,51,8.5,,14.0,14,14,1,8.0,8,8,14.0,1.0
train,14729,3,53,17.666666666666668,,7.5,7,8,2,2.0,1,3,27.0,2.0
train,14729,50,459,9.18,,23.470588235294116,3,37,20,7.25,3,17,37.0,17.0
train,14729,9,155,17.22222222222222,,15.666666666666666,3,16,3,7.666666666666667,4,11,50.0,3.0
train,14729,18,161,8.944444444444445,,14.142857142857142,3,19,8,4.75,1,10,25.0,7.0
train,14729,21,196,9.333333333333334,,12.25,3,18,6,4.666666666666667,2,6,28.0,8.0
train,14729,9,126,14.0,,9.0,3,10,6,3.5,1,7,37.0,5.0
train,14729,3,39,13.0,,10.5,10,11,2,4.0,3,5,16.0,2.0
train,14729,19,169,8.894736842105264,,23.428571428571427,3,19,9,5.666666666666667,1,15,25.0,7.0
train,14729,7,40,5.714285714285714,,8.5,3,7,2,3.5,3,4,10.0,2.0
train,14729,3,52,17.333333333333332,,9.0,7,11,2,3.0,1,5,36.0,2.0
train,14729,4,124,31.0,,10.166666666666666,4,17,7,3.4285714285714284,1,10,63.0,6.0
train,14729,5,50,10.0,,9.75,3,12,6,2.8333333333333335,1,6,25.0,4.0
train,14729,8,92,11.5,,8.5,3,9,2,3.5,2,5,27.0,2.0
train,14729,3,57,19.0,,13.0,13,13,1,7.0,7,7,34.0,1.0
train,14729,16,160,10.0,,19.2,5,20,7,6.714285714285714,1,10,24.0,5.0
train,14729,7,69,9.857142857142858,,6.0,5,8,4,2.0,1,4,16.0,4.0
train,14729,23,271,11.782608695652174,,14.333333333333334,3,19,12,6.333333333333333,1,12,61.0,12.0
train,14729,11,182,16.545454545454547,,10.416666666666666,3,14,13,5.153846153846154,4,8,45.0,12.0
train,14729,3,30,10.0,,12.0,3,14,2,6.5,5,8,20.0,2.0
train,14729,7,96,13.714285714285714,,10.5,4,13,4,3.5,1,8,41.0,4.0
train,14729,3,61,20.333333333333332,,12.333333333333334,10,15,3,4.0,2,6,27.0,3.0
train,14729,14,103,7.357142857142857,,18.666666666666668,3,20,3,9.666666666666666,3,18,20.0,3.0
train,14729,18,180,10.0,,13.2,3,21,7,4.285714285714286,1,15,21.0,5.0
train,14729,9,189,21.0,,14.666666666666666,10,22,3,6.666666666666667,4,9,45.0,3.0
train,14729,4,272,68.0,,13.636363636363637,6,27,11,6.7272727272727275,2,14,230.0,11.0
train,14729,19,223,11.736842105263158,,16.2,3,34,10,6.2,1,15,34.0,10.0
train,14729,7,41,5.857142857142857,,10.0,3,7,1,5.0,5,5,10.0,1.0
train,14729,17,161,9.470588235294118,,13.375,5,19,8,2.875,1,5,21.0,8.0
train,14729,9,119,13.222222222222221,,10.0,9,11,2,3.5,1,6,50.0,2.0
train,14729,10,159,15.9,,11.666666666666666,2,16,6,4.333333333333333,2,8,36.0,6.0
train,14729,4,51,12.75,,14.0,14,14,1,5.0,5,5,23.0,1.0
train,14729,10,110,11.0,,13.25,10,19,4,6.25,3,8,19.0,4.0
train,14729,4,48,12.0,,11.0,11,11,2,3.0,1,5,13.0,2.0
train,14729,13,70,5.384615384615385,,13.0,3,11,4,3.0,1,6,11.0,4.0
train,14729,5,91,18.2,,13.0,3,13,1,4.0,4,4,31.0,2.0
train,14729,6,34,5.666666666666667,,11.333333333333334,3,8,3,3.3333333333333335,2,4,8.0,3.0
train,14729,4,61,15.25,,4.0,4,4,1,1.0,1,1,24.0,1.0
train,14729,5,118,23.6,,16.25,13,22,4,8.5,7,10,39.0,4.0
train,14729,32,256,8.0,,18.0,2,24,9,6.777777777777778,1,13,24.0,10.0
train,14729,12,111,9.25,,14.0,5,18,6,6.0,1,14,21.0,5.0
train,14729,19,404,21.263157894736842,,27.0,3,31,7,5.428571428571429,1,13,73.0,6.0
train,14729,6,84,14.0,,12.0,12,12,1,1.0,1,1,39.0,1.0
train,14729,3,151,50.333333333333336,,10.875,2,15,9,3.111111111111111,1,10,84.0,8.0
train,14729,8,81,10.125,,11.666666666666666,3,11,3,5.666666666666667,1,9,20.0,3.0
train,14729,55,428,7.781818181818182,,20.46153846153846,3,23,13,7.3076923076923075,2,18,23.0,13.0
train,14729,4,121,30.25,,9.9,3,16,9,4.333333333333333,1,8,43.0,10.0
train,14729,1,40,40.0,,12.5,9,16,3,4.0,2,5,40.0,2.0
train,14729,14,144,10.285714285714286,,11.4,3,12,5,6.6,5,8,38.0,5.0
train,14729,6,52,8.666666666666666,,11.75,1,16,4,5.75,2,9,15.0,4.0
train,14729,17,323,19.0,,17.0,2,26,14,6.428571428571429,1,14,43.0,15.0
train,14729,2,84,42.0,,13.666666666666666,12,17,4,5.25,3,8,72.0,3.0
train,14729,6,144,24.0,,9.857142857142858,6,12,7,5.142857142857143,2,8,39.0,7.0
train,14729,1,40,40.0,,11.5,9,14,2,6.0,4,8,40.0,2.0
train,14729,21,151,7.190476190476191,,14.777777777777779,3,21,13,4.3076923076923075,1,9,21.0,9.0
train,14729,7,34,4.857142857142857,,15.0,3,9,2,2.0,1,3,9.0,2.0
train,14729,11,157,14.272727272727273,,13.142857142857142,8,19,6,5.333333333333333,3,8,31.0,7.0
train,14729,2,37,18.5,,10.0,8,12,3,5.333333333333333,4,7,27.0,3.0
train,14729,3,75,25.0,,12.5,11,13,4,7.75,7,9,42.0,4.0
train,14729,26,359,13.807692307692308,,16.3125,3,23,11,7.7272727272727275,2,16,24.0,16.0
train,14729,4,71,17.75,,10.25,9,14,4,6.25,3,10,28.0,4.0
train,14729,13,286,22.0,,16.333333333333332,1,26,12,5.416666666666667,1,13,94.0,12.0
train,14729,11,112,10.181818181818182,,11.75,3,12,4,4.25,2,8,27.0,4.0
train,14729,9,76,8.444444444444445,,12.0,12,12,2,7.5,7,8,18.0,2.0
train,14729,2,43,21.5,,9.0,9,9,1,3.0,3,3,27.0,1.0
train,14729,24,250,10.416666666666666,,19.77777777777778,1,23,7,3.4285714285714284,1,8,30.0,9.0
train,14729,3,36,12.0,,10.0,9,11,2,4.0,3,5,20.0,2.0
train,14729,8,57,7.125,,9.4,3,12,5,3.6,2,6,16.0,5.0
train,14729,7,186,26.571428571428573,,12.2,3,16,4,7.5,5,11,68.0,5.0
train,14729,4,85,21.25,,7.0,7,7,1,3.0,3,3,42.0,1.0
train,14729,10,209,20.9,,11.5,2,21,13,5.615384615384615,1,18,87.0,12.0
train,14729,17,153,9.0,,14.0,3,31,11,6.2727272727272725,1,30,31.0,8.0
train,14729,4,68,17.0,,9.0,7,13,4,3.25,3,4,37.0,4.0
train,14729,17,141,8.294117647058824,,11.285714285714286,3,17,7,4.857142857142857,2,12,23.0,7.0
train,14729,3,52,17.333333333333332,,7.0,5,9,3,2.3333333333333335,1,5,25.0,2.0
train,14729,3,28,9.333333333333334,,7.0,7,7,2,3.0,2,4,16.0,2.0
train,14729,5,81,16.2,,12.0,12,12,2,3.0,1,5,31.0,1.0
train,14729,10,125,12.5,,9.714285714285714,3,10,7,4.428571428571429,2,8,27.0,7.0
train,14729,21,165,7.857142857142857,,15.8,3,16,4,6.5,1,13,17.0,5.0
train,14729,6,200,33.333333333333336,,11.5,9,15,6,5.333333333333333,1,8,60.0,6.0
train,14729,11,108,9.818181818181818,,15.666666666666666,3,17,3,6.666666666666667,3,13,31.0,3.0
train,14729,4,106,26.5,,17.666666666666668,3,24,6,11.0,2,20,78.0,6.0
train,14729,9,97,10.777777777777779,,11.857142857142858,3,14,7,5.285714285714286,3,9,22.0,7.0
train,14729,4,109,27.25,,9.75,7,14,4,3.25,2,4,51.0,4.0
train,14729,21,202,9.619047619047619,,12.0,3,14,4,6.75,2,12,33.0,4.0
train,14729,3,56,18.666666666666668,,9.5,6,13,4,3.75,1,7,34.0,4.0
train,14729,7,53,7.571428571428571,,9.5,3,8,2,3.5,3,4,19.0,2.0
train,14729,16,120,7.5,,11.285714285714286,2,13,7,4.285714285714286,1,11,19.0,7.0
train,14729,3,56,18.666666666666668,,9.75,4,10,4,4.25,2,10,39.0,4.0
train,14729,8,75,9.375,,10.8,3,11,5,5.6,3,7,27.0,5.0
train,14729,3,56,18.666666666666668,,17.333333333333332,10,16,3,6.0,4,8,30.0,3.0
train,14729,3,44,14.666666666666666,,12.5,12,13,2,6.5,6,7,21.0,2.0
train,14729,5,99,19.8,,14.666666666666666,11,19,3,4.666666666666667,3,6,50.0,3.0
train,14729,10,75,7.5,,17.0,3,14,1,10.0,10,10,37.0,1.0
train,14729,5,155,31.0,,11.454545454545455,6,19,11,5.636363636363637,2,12,75.0,11.0
train,14729,29,250,8.620689655172415,,15.307692307692308,3,22,14,5.142857142857143,1,11,25.0,13.0
train,14729,10,234,23.4,,17.11111111111111,3,25,6,7.0,1,12,66.0,9.0
train,14729,3,55,18.333333333333332,,13.5,3,15,3,4.333333333333333,1,10,32.0,2.0
train,14729,4,61,15.25,,11.333333333333334,5,15,2,6.5,4,9,23.0,3.0
train,14729,5,47,9.4,,14.0,10,18,3,6.0,5,7,26.0,2.0
train,14729,4,23,5.75,,4.0,4,4,1,2.0,2,2,12.0,1.0
train,14729,6,109,18.166666666666668,,9.833333333333334,3,15,7,4.285714285714286,1,8,35.0,6.0
train,14729,3,52,17.333333333333332,,8.75,6,11,4,3.5,1,7,29.0,4.0
train,14729,8,331,41.375,,15.133333333333333,1,22,11,9.545454545454545,3,18,94.0,15.0
train,14729,27,292,10.814814814814815,,13.222222222222221,3,21,8,4.5,1,13,42.0,9.0
train,14729,3,25,8.333333333333334,,8.0,4,12,3,2.6666666666666665,1,6,12.0,2.0
train,14729,12,221,18.416666666666668,,25.2,2,28,4,6.75,1,10,67.0,5.0
train,14729,1,50,50.0,,15.0,11,19,3,8.666666666666666,5,15,50.0,3.0
train,14729,2,28,14.0,,10.0,10,10,2,5.0,4,6,20.0,2.0
train,14729,4,61,15.25,,11.333333333333334,9,13,3,6.333333333333333,5,8,28.0,3.0
train,14729,8,54,6.75,,15.5,4,11,3,5.333333333333333,3,7,11.0,2.0
train,14729,4,23,5.75,,8.0,2,6,1,2.0,2,2,7.0,1.0
train,14729,4,48,12.0,,7.0,3,8,6,2.0,1,4,27.0,5.0
train,14729,18,241,13.38888888888889,,14.25,3,15,4,6.0,5,8,34.0,4.0
train,14729,5,62,12.4,,6.0,6,6,1,1.0,1,1,31.0,1.0
train,14729,11,223,20.272727272727273,,17.833333333333332,3,26,6,4.5,1,9,54.0,6.0
train,14729,6,52,8.666666666666666,,14.0,6,9,4,2.5,1,4,15.0,2.0
train,14729,42,280,6.666666666666667,,11.714285714285714,2,12,7,5.714285714285714,2,9,14.0,7.0
train,14729,3,87,29.0,,17.5,8,23,3,8.666666666666666,3,13,43.0,4.0
train,14729,11,125,11.363636363636363,,18.333333333333332,5,16,6,5.833333333333333,2,9,25.0,6.0
train,14729,4,51,12.75,,8.666666666666666,7,10,3,3.0,2,4,27.0,3.0
train,14729,8,104,13.0,,11.333333333333334,2,15,2,4.5,3,6,38.0,3.0
train,14729,4,55,13.75,,9.0,6,11,3,5.333333333333333,2,8,27.0,3.0
train,14729,4,42,10.5,,10.5,3,10,3,4.666666666666667,4,5,22.0,4.0
train,14729,3,43,14.333333333333334,,8.0,7,10,3,3.0,1,6,25.0,3.0
train,14729,7,46,6.571428571428571,,24.0,5,11,1,6.0,2,4,11.0,1.0
train,14729,13,177,13.615384615384615,,12.88888888888889,3,23,7,2.4285714285714284,1,6,35.0,9.0
train,14729,4,74,18.5,,18.5,4,17,7,6.285714285714286,4,10,32.0,4.0
train,14729,5,72,14.4,,12.0,8,16,3,5.333333333333333,4,8,36.0,3.0
train,14729,15,116,7.733333333333333,,11.8,3,14,5,5.6,4,8,23.0,5.0
train,14729,4,34,8.5,,13.5,3,13,3,3.3333333333333335,1,5,13.0,2.0
train,14729,2,46,23.0,,28.0,14,14,1,6.0,6,6,32.0,1.0
train,14729,8,59,7.375,,10.0,3,4,1,2.0,2,2,18.0,1.0
train,14729,13,81,6.230769230769231,,8.5,2,10,6,3.0,1,7,10.0,6.0
train,14729,21,187,8.904761904761905,,22.333333333333332,3,25,8,4.75,1,13,25.0,6.0
train,14729,14,264,18.857142857142858,,26.25,3,34,9,7.111111111111111,1,17,56.0,8.0
train,14729,8,127,15.875,,8.25,3,10,5,2.8,1,5,38.0,4.0
train,14729,5,74,14.8,,9.0,3,16,6,4.166666666666667,1,11,32.0,6.0
train,14729,12,129,10.75,,11.0,3,11,2,5.0,4,6,25.0,3.0
train,14729,3,77,25.666666666666668,,10.833333333333334,3,14,8,4.5,2,9,30.0,6.0
train,14729,5,56,11.2,,11.0,3,9,3,3.6666666666666665,2,6,16.0,2.0
train,14729,6,122,20.333333333333332,,9.285714285714286,5,12,7,3.0,1,6,29.0,7.0
train,14729,8,88,11.0,,10.333333333333334,3,12,3,4.0,3,5,25.0,3.0
train,14729,5,63,12.6,,12.333333333333334,5,12,3,5.333333333333333,4,6,26.0,3.0
train,14729,3,23,7.666666666666667,,14.0,5,9,1,2.0,2,2,9.0,1.0
train,14729,14,214,15.285714285714286,,13.7,3,17,8,4.125,1,7,55.0,10.0
train,14729,2,30,15.0,,9.0,8,10,2,5.5,4,7,23.0,2.0
train,14729,4,44,11.0,,11.0,3,12,2,5.5,4,7,24.0,2.0
train,14729,12,110,9.166666666666666,,16.833333333333332,3,16,6,7.5,1,13,16.0,6.0
train,14729,10,144,14.4,,20.8,3,17,2,10.5,5,16,46.0,5.0
train,14729,6,129,21.5,,15.666666666666666,10,20,2,5.5,4,7,59.0,3.0
train,14729,4,72,18.0,,9.25,7,13,4,4.25,2,8,46.0,4.0
train,14729,2,122,61.0,,10.0,6,12,5,5.0,1,8,95.0,5.0
train,14729,6,73,12.166666666666666,,4.0,4,4,1,1.0,1,1,38.0,1.0
train,14729,36,229,6.361111111111111,,12.555555555555555,3,16,11,4.818181818181818,1,9,16.0,9.0
train,14729,27,269,9.962962962962964,,22.2,1,19,7,6.857142857142857,1,11,39.0,10.0
train,14729,1,13,13.0,,4.0,4,4,1,1.0,1,1,13.0,1.0
train,14729,15,148,9.866666666666667,,11.375,3,13,7,2.857142857142857,1,6,28.0,8.0
train,14729,5,57,11.4,,12.666666666666666,12,13,3,3.0,1,6,26.0,3.0
train,14729,4,36,9.0,,12.5,3,12,3,5.666666666666667,2,10,13.0,2.0
train,14729,2,81,40.5,,10.5,7,14,6,5.0,2,9,67.0,6.0
train,14729,9,149,16.555555555555557,,11.6,3,16,7,3.5714285714285716,1,9,34.0,5.0
train,14729,25,176,7.04,,14.2,3,15,5,8.2,2,13,15.0,5.0
train,14729,9,84,9.333333333333334,,8.0,3,12,5,3.6,1,8,40.0,5.0
train,14729,15,122,8.133333333333333,,16.75,3,16,4,4.25,1,7,20.0,4.0
train,14729,7,80,11.428571428571429,,13.5,1,18,4,5.75,1,11,29.0,4.0
train,14729,14,280,20.0,,12.75,9,18,8,6.25,3,11,103.0,8.0
train,14729,4,52,13.0,,15.666666666666666,1,23,4,6.25,3,10,32.0,3.0
train,14729,2,23,11.5,,5.75,5,7,0,0.0,3,10,17.0,4.0
train,14729,5,36,7.2,,8.0,8,8,2,2.0,1,3,9.0,1.0
train,14729,14,90,6.428571428571429,,8.666666666666666,3,9,8,3.0,1,5,14.0,6.0
train,14729,11,176,16.0,,16.166666666666668,3,26,6,5.166666666666667,1,8,56.0,6.0
train,14729,8,109,13.625,,9.11111111111111,3,12,10,3.2,1,8,32.0,9.0
train,14729,35,237,6.771428571428571,,14.75,3,14,7,3.857142857142857,1,7,14.0,8.0
train,14729,5,203,40.6,,14.181818181818182,9,23,10,6.9,2,13,61.0,11.0
train,14729,20,155,7.75,,16.0,3,15,5,5.2,1,10,18.0,5.0
train,14729,7,76,10.857142857142858,,14.25,5,14,4,5.25,4,7,19.0,4.0
train,14729,6,74,12.333333333333334,,11.666666666666666,9,14,3,6.0,4,10,29.0,3.0
train,14729,20,198,9.9,,22.5,3,20,6,8.666666666666666,3,17,27.0,4.0
train,14729,7,123,17.571428571428573,,11.0,3,16,4,5.75,3,11,55.0,4.0
train,14729,1,19,19.0,,6.5,4,9,2,3.0,1,5,19.0,2.0
train,14729,12,110,9.166666666666666,,19.2,3,16,5,6.6,3,13,16.0,5.0
train,14729,7,263,37.57142857142857,,13.727272727272727,6,21,11,7.454545454545454,1,14,73.0,11.0
train,14729,9,54,6.0,,22.0,1,10,1,8.0,8,8,12.0,1.0
train,14729,1,86,86.0,,13.0,9,18,2,4.5,3,6,86.0,3.0
train,14729,17,227,13.352941176470589,,18.3,3,20,14,5.5,2,9,37.0,10.0
train,14729,4,70,17.5,,12.666666666666666,7,15,4,2.0,1,5,34.0,3.0
train,14729,6,69,11.5,,11.5,3,12,3,4.666666666666667,4,6,24.0,4.0
train,14729,15,136,9.066666666666666,,10.0,3,10,7,2.0,1,8,22.0,4.0
train,14729,8,75,9.375,,13.25,3,13,3,6.0,4,8,22.0,4.0
train,14729,5,34,6.8,,15.0,6,14,2,7.5,6,9,14.0,2.0
train,14729,6,131,21.833333333333332,,10.875,3,16,7,5.428571428571429,1,10,72.0,8.0
train,14729,20,270,13.5,,16.9,3,23,8,4.125,1,6,44.0,10.0
train,14729,2,27,13.5,,11.0,8,14,2,6.0,2,10,19.0,2.0
train,14729,2,33,16.5,,12.0,3,9,2,3.5,3,4,30.0,1.0
train,14729,6,147,24.5,,16.4,6,22,4,7.0,6,8,73.0,5.0
train,14729,12,59,4.916666666666667,,12.0,5,7,3,1.6666666666666667,1,3,9.0,1.0
train,14729,3,92,30.666666666666668,,5.5,4,7,3,1.6666666666666667,1,2,58.0,2.0
train,14729,26,273,10.5,,14.88888888888889,3,32,9,6.888888888888889,1,16,35.0,9.0
train,14729,42,339,8.071428571428571,,20.90909090909091,3,25,10,6.3,1,18,25.0,11.0
train,14729,16,188,11.75,,16.75,10,20,5,6.0,4,7,23.0,4.0
train,14729,3,68,22.666666666666668,,8.333333333333334,3,11,3,3.3333333333333335,1,5,51.0,3.0
train,14729,2,24,12.0,,10.0,4,11,2,4.5,4,5,16.0,2.0
train,14729,7,244,34.857142857142854,,12.2,3,15,5,5.4,2,7,96.0,5.0
train,14729,3,34,11.333333333333334,,8.5,2,12,4,2.5,1,7,19.0,4.0
train,14729,4,44,11.0,,12.0,6,9,2,5.0,3,7,15.0,2.0
train,14729,7,68,9.714285714285714,,9.0,3,10,5,4.8,4,6,23.0,6.0
train,14729,3,108,36.0,,16.0,6,23,6,6.666666666666667,1,15,45.0,5.0
train,14729,10,157,15.7,,9.0,3,12,9,3.5555555555555554,1,7,51.0,9.0
train,14729,3,47,15.666666666666666,,14.0,14,14,1,9.0,9,9,21.0,1.0
train,14729,9,209,23.22222222222222,,17.0,3,23,7,10.0,6,16,55.0,8.0
train,14729,5,54,10.8,,15.0,9,11,2,3.5,2,5,16.0,2.0
train,14729,12,93,7.75,,12.75,5,13,3,5.666666666666667,4,7,14.0,4.0
train,14729,3,47,15.666666666666666,,14.0,3,16,2,7.5,3,12,28.0,2.0
train,14729,3,35,11.666666666666666,,8.0,6,10,3,2.6666666666666665,1,6,25.0,2.0
train,14729,1,23,23.0,,9.5,9,10,2,5.0,5,5,23.0,2.0
train,14729,5,90,18.0,,10.714285714285714,7,19,9,4.444444444444445,1,13,29.0,7.0
train,14729,24,249,10.375,,14.88888888888889,3,19,6,5.333333333333333,1,9,39.0,9.0
train,14729,8,102,12.75,,12.0,9,15,2,7.5,5,10,28.0,2.0
train,14729,29,158,5.448275862068965,,11.0,3,13,4,4.0,1,9,13.0,4.0
train,14729,5,150,30.0,,11.833333333333334,3,18,4,2.5,1,5,44.0,6.0
train,14729,6,136,22.666666666666668,,15.5,6,13,2,5.0,1,9,49.0,2.0
train,14729,17,121,7.117647058823529,,10.5,3,12,4,5.25,3,7,25.0,4.0
train,14729,11,146,13.272727272727273,,13.5,3,20,7,7.285714285714286,2,12,29.0,8.0
train,14729,4,124,31.0,,10.166666666666666,6,17,8,2.0,1,4,42.0,6.0
train,14729,3,34,11.333333333333334,,10.5,7,14,2,5.0,2,8,14.0,2.0
train,14729,3,39,13.0,,23.0,11,12,1,9.0,9,9,16.0,1.0
train,14729,12,151,12.583333333333334,,21.8,3,21,5,8.2,1,15,20.0,5.0
train,14729,16,477,29.8125,,43.5,3,43,14,11.928571428571429,5,38,73.0,10.0
train,14729,11,89,8.090909090909092,,8.0,3,10,4,2.5,1,4,15.0,4.0
train,14729,3,156,52.0,,10.5,6,16,6,6.0,2,12,93.0,6.0
train,14729,6,96,16.0,,13.0,11,15,2,6.0,6,6,31.0,2.0
train,14729,5,48,9.6,,9.5,9,10,2,4.5,4,5,15.0,2.0
train,14729,15,158,10.533333333333333,,18.0,3,17,6,4.5,1,9,26.0,4.0
train,14729,3,110,36.666666666666664,,10.5,5,21,5,5.2,1,9,83.0,4.0
train,14729,2,99,49.5,,12.833333333333334,7,21,6,6.5,1,15,64.0,6.0
train,14729,3,47,15.666666666666666,,9.0,6,8,4,3.0,2,6,25.0,3.0
train,14729,15,111,7.4,,13.285714285714286,3,16,8,4.25,1,9,24.0,7.0
train,14729,1,24,24.0,,8.0,5,11,2,4.0,1,7,24.0,2.0
train,14729,2,31,15.5,,10.333333333333334,3,12,3,6.0,2,10,28.0,3.0
train,14729,14,207,14.785714285714286,,16.09090909090909,3,22,13,6.384615384615385,2,11,39.0,11.0
train,14729,17,151,8.882352941176471,,11.25,3,12,4,4.5,1,7,17.0,4.0
train,14729,18,156,8.666666666666666,,14.142857142857142,3,24,7,5.857142857142857,3,15,45.0,7.0
train,14729,6,78,13.0,,16.333333333333332,8,19,4,6.5,2,13,24.0,3.0
train,14729,9,164,18.22222222222222,,16.5,8,21,4,10.75,6,16,29.0,4.0
train,14729,11,176,16.0,,10.555555555555555,3,14,9,5.444444444444445,1,10,60.0,9.0
train,14729,6,43,7.166666666666667,,20.0,20,20,1,9.0,9,9,20.0,1.0
train,14729,3,160,53.333333333333336,,15.571428571428571,9,26,5,10.0,3,19,98.0,7.0
train,14729,8,225,28.125,,13.916666666666666,6,23,9,6.888888888888889,2,13,162.0,12.0
train,14729,26,479,18.423076923076923,,22.357142857142858,3,32,14,7.928571428571429,1,18,88.0,14.0
train,14729,11,208,18.90909090909091,,13.636363636363637,4,20,11,5.454545454545454,2,11,94.0,11.0
train,14729,14,309,22.071428571428573,,13.76923076923077,1,16,9,6.444444444444445,2,11,78.0,13.0
train,14729,8,226,28.25,,14.375,8,22,7,5.0,1,16,60.0,8.0
train,14729,19,211,11.105263157894736,,41.75,3,36,5,18.4,8,32,35.0,4.0
train,14729,5,36,7.2,,20.0,3,17,1,12.0,12,12,17.0,1.0
train,14729,12,133,11.083333333333334,,9.0,3,13,7,4.0,1,9,28.0,7.0
train,14729,7,70,10.0,,10.666666666666666,7,18,4,2.75,1,5,18.0,3.0
train,14729,25,294,11.76,,21.25,3,30,15,6.933333333333334,2,16,31.0,12.0
train,14729,3,117,39.0,,6.0,6,6,1,3.0,3,3,89.0,1.0
train,14729,4,59,14.75,,9.25,6,12,3,3.0,2,5,24.0,4.0
train,14729,1,18,18.0,,7.0,7,7,1,3.0,3,3,18.0,1.0
train,14729,17,196,11.529411764705882,,13.909090909090908,1,17,9,3.888888888888889,1,9,25.0,11.0
train,14729,7,125,17.857142857142858,,9.666666666666666,5,12,13,3.0,1,7,29.0,9.0
train,14729,10,78,7.8,,16.0,3,13,3,2.6666666666666665,1,4,13.0,3.0
train,14729,8,65,8.125,,12.0,3,13,3,7.0,6,8,29.0,3.0
train,14729,19,300,15.789473684210526,,17.933333333333334,3,40,14,8.642857142857142,1,27,43.0,15.0
train,14729,21,354,16.857142857142858,,23.833333333333332,1,46,13,10.76923076923077,1,26,49.0,12.0
train,14729,3,34,11.333333333333334,,9.0,9,9,1,5.0,5,5,23.0,1.0
train,14729,2,100,50.0,,13.25,9,20,4,7.75,4,12,70.0,4.0
train,14729,6,39,6.5,,11.5,6,9,3,3.6666666666666665,2,6,9.0,2.0
train,14729,5,86,17.2,,10.75,1,17,4,4.5,1,11,47.0,4.0
train,14729,10,85,8.5,,14.5,3,14,2,7.5,3,12,20.0,2.0
train,14729,4,177,44.25,,9.5,1,15,13,3.8461538461538463,2,6,139.0,12.0
train,14729,6,114,19.0,,12.5,3,13,2,6.5,6,7,45.0,2.0
train,14729,14,178,12.714285714285714,,25.428571428571427,3,32,11,10.272727272727273,1,28,32.0,7.0
train,14729,14,156,11.142857142857142,,9.375,3,12,7,3.2857142857142856,1,7,37.0,8.0
train,14729,7,106,15.142857142857142,,7.75,6,9,4,4.0,3,5,28.0,4.0
train,14729,2,66,33.0,,12.0,10,18,7,5.0,1,11,56.0,5.0
train,14729,15,171,11.4,,9.444444444444445,3,14,9,4.222222222222222,1,8,39.0,9.0
train,14729,34,288,8.470588235294118,,16.333333333333332,2,19,7,7.714285714285714,2,15,16.0,9.0
train,14729,25,345,13.8,,15.11111111111111,4,21,16,4.375,1,11,51.0,18.0
train,14729,1,31,31.0,,12.0,9,15,2,7.0,5,9,31.0,2.0
train,14729,2,51,25.5,,16.0,1,22,2,4.5,3,6,42.0,2.0
train,14729,9,272,30.22222222222222,,19.125,6,35,11,5.0,1,15,70.0,8.0
train,14729,7,82,11.714285714285714,,13.4,3,15,5,3.8,1,7,22.0,5.0
train,14729,7,123,17.571428571428573,,12.166666666666666,3,18,9,3.888888888888889,1,13,48.0,6.0
train,14729,10,158,15.8,,14.666666666666666,3,23,6,7.166666666666667,2,20,41.0,6.0
train,14729,30,370,12.333333333333334,,17.0,3,24,14,6.0,1,10,36.0,18.0
train,14729,3,29,9.666666666666666,,8.0,3,5,1,4.0,4,4,21.0,1.0
train,14729,29,352,12.137931034482758,,16.214285714285715,2,23,17,4.470588235294118,1,19,51.0,14.0
train,14729,6,64,10.666666666666666,,11.0,3,11,3,4.666666666666667,1,7,21.0,2.0
train,14729,13,144,11.076923076923077,,17.166666666666668,3,29,7,6.714285714285714,1,17,39.0,6.0
train,14729,3,31,10.333333333333334,,12.0,5,7,2,2.0,2,2,18.0,1.0
train,14729,2,77,38.5,,17.0,13,19,4,7.5,1,15,48.0,3.0
train,14729,4,98,24.5,,14.333333333333334,11,19,2,5.0,5,5,53.0,3.0
train,14729,5,93,18.6,,6.0,3,3,1,2.0,2,2,35.0,1.0
train,14729,6,31,5.166666666666667,,12.0,3,10,2,4.5,4,5,10.0,2.0
